id,r1,r2,ref,augustus
SRR10059691,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR10059691_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR10059691_2.fastq,,saccharomyces
SRR10766640,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR10766640_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR10766640_2.fastq,,saccharomyces
SRR1119201,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1119201_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1119201_2.fastq,,saccharomyces
SRR1594141,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1594141_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1594141_2.fastq,,saccharomyces
SRR173084,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173084_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173084_2.fastq,,saccharomyces
SRR173086,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173086_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173086_2.fastq,,saccharomyces
SRR173087,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173087_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR173087_2.fastq,,saccharomyces
SRR1772870,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1772870_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1772870_2.fastq,,saccharomyces
SRR1798060,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1798060_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1798060_2.fastq,,saccharomyces
SRR191910,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR191910_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR191910_2.fastq,,saccharomyces
SRR1924553,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1924553_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1924553_2.fastq,,saccharomyces
SRR1924581,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1924581_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR1924581_2.fastq,,saccharomyces
SRR2911418,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR2911418_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR2911418_2.fastq,,saccharomyces
SRR3047628,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047628_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047628_2.fastq,,saccharomyces
SRR3047629,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047629_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047629_2.fastq,,saccharomyces
SRR3047631,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047631_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3047631_2.fastq,,saccharomyces
SRR3110861,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3110861_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3110861_2.fastq,,saccharomyces
SRR3228419,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3228419_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3228419_2.fastq,,saccharomyces
SRR3242030,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3242030_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3242030_2.fastq,,saccharomyces
SRR3242032,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3242032_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3242032_2.fastq,,saccharomyces
SRR3257847,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257847_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257847_2.fastq,,saccharomyces
SRR3257848,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257848_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257848_2.fastq,,saccharomyces
SRR3257850,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257850_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257850_2.fastq,,saccharomyces
SRR3257853,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257853_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257853_2.fastq,,saccharomyces
SRR3257854,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257854_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257854_2.fastq,,saccharomyces
SRR3257858,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257858_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257858_2.fastq,,saccharomyces
SRR3257864,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257864_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257864_2.fastq,,saccharomyces
SRR3257865,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257865_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257865_2.fastq,,saccharomyces
SRR3257868,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257868_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257868_2.fastq,,saccharomyces
SRR3257870,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257870_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257870_2.fastq,,saccharomyces
SRR3257872,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257872_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257872_2.fastq,,saccharomyces
SRR3257873,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257873_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257873_2.fastq,,saccharomyces
SRR3257876,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257876_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257876_2.fastq,,saccharomyces
SRR3257879,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257879_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257879_2.fastq,,saccharomyces
SRR3257880,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257880_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257880_2.fastq,,saccharomyces
SRR3257882,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257882_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257882_2.fastq,,saccharomyces
SRR3257884,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257884_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3257884_2.fastq,,saccharomyces
SRR346503,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR346503_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR346503_2.fastq,,saccharomyces
SRR3547558,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3547558_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3547558_2.fastq,,saccharomyces
SRR3594711,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3594711_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3594711_2.fastq,,saccharomyces
SRR3926513,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3926513_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3926513_2.fastq,,saccharomyces
SRR3927079,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927079_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927079_2.fastq,,saccharomyces
SRR3927284,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927284_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927284_2.fastq,,saccharomyces
SRR3927530,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927530_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927530_2.fastq,,saccharomyces
SRR3927538,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927538_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3927538_2.fastq,,saccharomyces
SRR3928140,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3928140_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR3928140_2.fastq,,saccharomyces
SRR400293,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR400293_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR400293_2.fastq,,saccharomyces
SRR401406,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR401406_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR401406_2.fastq,,saccharomyces
SRR4125774,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125774_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125774_2.fastq,,saccharomyces
SRR4125809,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125809_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125809_2.fastq,,saccharomyces
SRR4125827,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125827_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125827_2.fastq,,saccharomyces
SRR4125838,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125838_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4125838_2.fastq,,saccharomyces
SRR4128931,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128931_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128931_2.fastq,,saccharomyces
SRR4128934,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128934_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128934_2.fastq,,saccharomyces
SRR4128937,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128937_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128937_2.fastq,,saccharomyces
SRR4128940,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128940_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4128940_2.fastq,,saccharomyces
SRR4131951,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4131951_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4131951_2.fastq,,saccharomyces
SRR4171246,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4171246_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4171246_2.fastq,,saccharomyces
SRR427166,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427166_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427166_2.fastq,,saccharomyces
SRR427167,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427167_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427167_2.fastq,,saccharomyces
SRR427168,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427168_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR427168_2.fastq,,saccharomyces
SRR4275387,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4275387_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4275387_2.fastq,,saccharomyces
SRR4275388,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4275388_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4275388_2.fastq,,saccharomyces
SRR4351084,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4351084_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4351084_2.fastq,,saccharomyces
SRR4451748,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4451748_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4451748_2.fastq,,saccharomyces
SRR4453455,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4453455_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4453455_2.fastq,,saccharomyces
SRR4733725,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4733725_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4733725_2.fastq,,saccharomyces
SRR4996385,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4996385_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR4996385_2.fastq,,saccharomyces
SRR5047288,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5047288_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5047288_2.fastq,,saccharomyces
SRR5106252,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5106252_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5106252_2.fastq,,saccharomyces
SRR5165548,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5165548_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5165548_2.fastq,,saccharomyces
SRR5204454,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5204454_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5204454_2.fastq,,saccharomyces
SRR5273181,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5273181_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5273181_2.fastq,,saccharomyces
SRR5452526,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5452526_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5452526_2.fastq,,saccharomyces
SRR5559341,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559341_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559341_2.fastq,,saccharomyces
SRR5559343,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559343_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559343_2.fastq,,saccharomyces
SRR5559344,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559344_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559344_2.fastq,,saccharomyces
SRR5559345,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559345_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559345_2.fastq,,saccharomyces
SRR5559346,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559346_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559346_2.fastq,,saccharomyces
SRR5559347,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559347_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5559347_2.fastq,,saccharomyces
SRR5802886,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802886_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802886_2.fastq,,saccharomyces
SRR5802887,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802887_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802887_2.fastq,,saccharomyces
SRR5802922,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802922_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802922_2.fastq,,saccharomyces
SRR5802924,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802924_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802924_2.fastq,,saccharomyces
SRR5802926,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802926_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802926_2.fastq,,saccharomyces
SRR5802927,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802927_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802927_2.fastq,,saccharomyces
SRR5802929,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802929_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802929_2.fastq,,saccharomyces
SRR5802931,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802931_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802931_2.fastq,,saccharomyces
SRR5802933,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802933_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5802933_2.fastq,,saccharomyces
SRR5806845,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5806845_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR5806845_2.fastq,,saccharomyces
SRR6061619,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061619_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061619_2.fastq,,saccharomyces
SRR6061621,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061621_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061621_2.fastq,,saccharomyces
SRR6061622,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061622_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061622_2.fastq,,saccharomyces
SRR6061623,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061623_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6061623_2.fastq,,saccharomyces
SRR6117447,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6117447_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6117447_2.fastq,,saccharomyces
SRR6117452,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6117452_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6117452_2.fastq,,saccharomyces
SRR6148363,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6148363_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6148363_2.fastq,,saccharomyces
SRR6352886,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6352886_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6352886_2.fastq,,saccharomyces
SRR6361053,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6361053_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6361053_2.fastq,,saccharomyces
SRR6470147,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6470147_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6470147_2.fastq,,saccharomyces
SRR6475852,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475852_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475852_2.fastq,,saccharomyces
SRR6475853,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475853_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475853_2.fastq,,saccharomyces
SRR6475854,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475854_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475854_2.fastq,,saccharomyces
SRR6475855,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475855_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475855_2.fastq,,saccharomyces
SRR6475856,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475856_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475856_2.fastq,,saccharomyces
SRR6475857,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475857_1.fastq,/pickett_centaur/project/Moulton_JHT/trimming/Yeast_OG_manuscript/reads/all_reads/SRR6475857_2.fastq,,saccharomyces
