Locus,Taxon,Query_Length,Target_Length
ANODA03220_OMA673136_W5JC63_Anopheles_darlingi,8_A_dirus,418,416
ANODA03220_OMA673136_W5JC63_Anopheles_darlingi,9_A_epiroctus,418,417
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,10_A_farauti,438,322
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,11_funestris,438,353
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,12_A_gambiae,438,359
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,13_A_maculatus,438,272
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,14_A_melas,438,431
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,15_A_merus,438,295
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,16_A_minimus,438,361
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,17_A_quad_combined,438,358
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,18_A_sinensis,438,332
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,19_A_stephensi,438,437
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,1_A_aegypti,438,403
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,20_D_melanogaster,438,343
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,21_C_quinquefasciatus,438,401
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,2_A_albimanus,438,438
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,3_A_arabiensis,438,401
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,4_A_atroparvus,438,344
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,5_A_christyi,438,363
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,6_A_culici,438,340
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,7_A_darlingi,438,433
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,8_A_dirus,438,405
ANODA03237_OMA1251119_W5JI34_Anopheles_darlingi,9_A_epiroctus,438,351
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,11_funestris,323,321
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,12_A_gambiae,323,306
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,14_A_melas,323,306
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,15_A_merus,323,191
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,16_A_minimus,323,313
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,17_A_quad_combined,323,307
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,18_A_sinensis,323,112
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,19_A_stephensi,323,325
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,1_A_aegypti,323,243
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,21_C_quinquefasciatus,323,274
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,2_A_albimanus,323,322
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,3_A_arabiensis,323,306
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,4_A_atroparvus,323,155
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,5_A_christyi,323,310
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,7_A_darlingi,323,323
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,8_A_dirus,323,311
ANODA03241_OMA736122_W5JIF0_Anopheles_darlingi,9_A_epiroctus,323,238
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,10_A_farauti,1014,352
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,11_funestris,1014,605
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,12_A_gambiae,1014,603
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,13_A_maculatus,1014,288
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,14_A_melas,1014,423
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,15_A_merus,1014,363
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,16_A_minimus,1014,573
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,17_A_quad_combined,1014,479
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,18_A_sinensis,1014,382
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,19_A_stephensi,1014,589
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,1_A_aegypti,1014,392
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,20_D_melanogaster,1014,351
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,21_C_quinquefasciatus,1014,565
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,2_A_albimanus,1014,972
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,3_A_arabiensis,1014,628
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,4_A_atroparvus,1014,332
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,5_A_christyi,1014,468
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,6_A_culici,1014,83
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,7_A_darlingi,1014,1006
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,8_A_dirus,1014,875
ANODA03242_OMA419349_W5JI40_Anopheles_darlingi,9_A_epiroctus,1014,416
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,11_funestris,496,461
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,12_A_gambiae,496,351
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,13_A_maculatus,496,74
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,14_A_melas,496,184
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,15_A_merus,496,91
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,16_A_minimus,496,195
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,17_A_quad_combined,496,279
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,18_A_sinensis,496,125
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,19_A_stephensi,496,496
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,1_A_aegypti,496,223
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,21_C_quinquefasciatus,496,204
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,2_A_albimanus,496,493
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,3_A_arabiensis,496,458
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,5_A_christyi,496,201
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,7_A_darlingi,496,490
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,8_A_dirus,496,444
ANODA03411_OMA931899_W5JTF7_Anopheles_darlingi,9_A_epiroctus,496,207
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,11_funestris,3333,3275
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,12_A_gambiae,3333,1415
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,13_A_maculatus,3333,1203
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,14_A_melas,3333,2669
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,15_A_merus,3333,1934
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,16_A_minimus,3333,2524
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,17_A_quad_combined,3333,2458
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,18_A_sinensis,3333,1608
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,19_A_stephensi,3333,2877
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,1_A_aegypti,3333,2836
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,21_C_quinquefasciatus,3333,3082
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,2_A_albimanus,3333,3276
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,3_A_arabiensis,3333,3288
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,4_A_atroparvus,3333,929
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,5_A_christyi,3333,2734
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,7_A_darlingi,3333,3177
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,8_A_dirus,3333,3244
ANODA03456_OMA1170587_W5J9F3_Anopheles_darlingi,9_A_epiroctus,3333,2266
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,10_A_farauti,487,366
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,11_funestris,487,412
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,12_A_gambiae,487,387
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,13_A_maculatus,487,319
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,14_A_melas,487,411
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,15_A_merus,487,345
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,16_A_minimus,487,414
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,17_A_quad_combined,487,383
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,18_A_sinensis,487,392
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,19_A_stephensi,487,371
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,1_A_aegypti,487,182
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,20_D_melanogaster,487,409
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,21_C_quinquefasciatus,487,412
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,2_A_albimanus,487,375
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,3_A_arabiensis,487,427
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,4_A_atroparvus,487,410
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,5_A_christyi,487,419
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,7_A_darlingi,487,481
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,8_A_dirus,487,415
ANODA03476_OMA1139996_W5JBD9_Anopheles_darlingi,9_A_epiroctus,487,407
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,11_funestris,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,12_A_gambiae,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,13_A_maculatus,328,163
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,14_A_melas,328,328
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,15_A_merus,328,198
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,16_A_minimus,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,17_A_quad_combined,328,328
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,18_A_sinensis,328,152
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,19_A_stephensi,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,1_A_aegypti,328,226
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,21_C_quinquefasciatus,328,158
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,2_A_albimanus,328,329
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,3_A_arabiensis,328,328
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,4_A_atroparvus,328,271
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,5_A_christyi,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,7_A_darlingi,328,328
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,8_A_dirus,328,327
ANODA03477_OMA1203459_W5JEL1_Anopheles_darlingi,9_A_epiroctus,328,293
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,11_funestris,309,299
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,19_A_stephensi,309,302
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,1_A_aegypti,309,102
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,21_C_quinquefasciatus,309,214
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,2_A_albimanus,309,308
ANODA03502_OMA675570_W5J783_Anopheles_darlingi,7_A_darlingi,309,309
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,10_A_farauti,543,287
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,11_funestris,543,480
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,12_A_gambiae,543,497
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,13_A_maculatus,543,411
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,14_A_melas,543,458
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,15_A_merus,543,416
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,16_A_minimus,543,506
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,17_A_quad_combined,543,468
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,18_A_sinensis,543,378
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,19_A_stephensi,543,527
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,1_A_aegypti,543,477
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,20_D_melanogaster,543,312
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,21_C_quinquefasciatus,543,532
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,2_A_albimanus,543,544
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,3_A_arabiensis,543,531
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,4_A_atroparvus,543,385
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,5_A_christyi,543,441
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,6_A_culici,543,236
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,7_A_darlingi,543,517
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,8_A_dirus,543,535
ANODA03504_OMA971355_W5J8X4_Anopheles_darlingi,9_A_epiroctus,543,480
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,11_funestris,487,484
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,12_A_gambiae,487,416
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,13_A_maculatus,487,442
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,14_A_melas,487,491
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,15_A_merus,487,474
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,16_A_minimus,487,490
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,17_A_quad_combined,487,497
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,18_A_sinensis,487,454
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,19_A_stephensi,487,487
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,1_A_aegypti,487,477
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,20_D_melanogaster,487,464
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,21_C_quinquefasciatus,487,472
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,2_A_albimanus,487,482
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,3_A_arabiensis,487,492
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,4_A_atroparvus,487,410
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,5_A_christyi,487,488
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,7_A_darlingi,487,487
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,8_A_dirus,487,483
ANODA03515_OMA896170_W5JEA9_Anopheles_darlingi,9_A_epiroctus,487,451
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,11_funestris,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,12_A_gambiae,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,13_A_maculatus,271,238
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,14_A_melas,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,15_A_merus,271,220
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,16_A_minimus,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,17_A_quad_combined,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,18_A_sinensis,271,196
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,19_A_stephensi,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,1_A_aegypti,271,239
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,21_C_quinquefasciatus,271,230
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,2_A_albimanus,271,271
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,3_A_arabiensis,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,4_A_atroparvus,271,176
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,5_A_christyi,271,268
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,7_A_darlingi,271,271
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,8_A_dirus,271,265
ANODA03571_OMA1157040_W5JAZ8_Anopheles_darlingi,9_A_epiroctus,271,238
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,10_A_farauti,1051,886
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,11_funestris,1051,1054
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,12_A_gambiae,1051,1052
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,13_A_maculatus,1051,942
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,14_A_melas,1051,950
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,15_A_merus,1051,951
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,16_A_minimus,1051,876
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,17_A_quad_combined,1051,1036
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,18_A_sinensis,1051,857
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,19_A_stephensi,1051,1049
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,1_A_aegypti,1051,1054
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,20_D_melanogaster,1051,868
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,21_C_quinquefasciatus,1051,958
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,2_A_albimanus,1051,1022
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,3_A_arabiensis,1051,1062
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,4_A_atroparvus,1051,821
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,5_A_christyi,1051,999
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,6_A_culici,1051,779
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,7_A_darlingi,1051,1032
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,8_A_dirus,1051,1066
ANODA03572_OMA698904_W5J7R6_Anopheles_darlingi,9_A_epiroctus,1051,1037
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,10_A_farauti,433,354
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,11_funestris,433,432
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,12_A_gambiae,433,417
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,13_A_maculatus,433,312
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,14_A_melas,433,356
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,15_A_merus,433,320
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,16_A_minimus,433,377
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,17_A_quad_combined,433,374
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,18_A_sinensis,433,259
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,19_A_stephensi,433,433
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,1_A_aegypti,433,356
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,20_D_melanogaster,433,314
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,21_C_quinquefasciatus,433,366
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,2_A_albimanus,433,431
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,3_A_arabiensis,433,377
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,4_A_atroparvus,433,178
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,5_A_christyi,433,436
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,6_A_culici,433,324
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,7_A_darlingi,433,433
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,8_A_dirus,433,435
ANODA03573_OMA1241986_W5J6F0_Anopheles_darlingi,9_A_epiroctus,433,378
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,10_A_farauti,438,390
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,11_funestris,438,424
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,12_A_gambiae,438,419
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,13_A_maculatus,438,385
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,14_A_melas,438,401
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,15_A_merus,438,359
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,16_A_minimus,438,421
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,17_A_quad_combined,438,371
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,18_A_sinensis,438,404
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,19_A_stephensi,438,418
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,1_A_aegypti,438,421
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,20_D_melanogaster,438,392
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,21_C_quinquefasciatus,438,418
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,2_A_albimanus,438,391
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,3_A_arabiensis,438,419
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,4_A_atroparvus,438,418
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,5_A_christyi,438,419
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,6_A_culici,438,421
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,7_A_darlingi,438,420
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,8_A_dirus,438,418
ANODA03579_OMA411836_W5J9F0_Anopheles_darlingi,9_A_epiroctus,438,420
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,10_A_farauti,204,177
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,11_funestris,204,189
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,12_A_gambiae,204,205
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,13_A_maculatus,204,44
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,14_A_melas,204,131
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,15_A_merus,204,198
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,16_A_minimus,204,205
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,17_A_quad_combined,204,99
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,18_A_sinensis,204,192
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,19_A_stephensi,204,205
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,1_A_aegypti,204,205
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,20_D_melanogaster,204,97
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,21_C_quinquefasciatus,204,206
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,2_A_albimanus,204,177
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,3_A_arabiensis,204,205
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,4_A_atroparvus,204,101
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,5_A_christyi,204,130
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,7_A_darlingi,204,185
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,8_A_dirus,204,185
ANODA03598_OMA962230_W5JI54_Anopheles_darlingi,9_A_epiroctus,204,148
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,11_funestris,353,322
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,12_A_gambiae,353,342
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,13_A_maculatus,353,130
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,14_A_melas,353,324
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,15_A_merus,353,134
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,16_A_minimus,353,331
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,17_A_quad_combined,353,264
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,18_A_sinensis,353,149
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,19_A_stephensi,353,345
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,21_C_quinquefasciatus,353,296
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,2_A_albimanus,353,353
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,3_A_arabiensis,353,347
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,5_A_christyi,353,347
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,7_A_darlingi,353,353
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,8_A_dirus,353,351
ANODA03599_OMA1230391_W5JL93_Anopheles_darlingi,9_A_epiroctus,353,230
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,11_funestris,554,551
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,12_A_gambiae,554,517
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,13_A_maculatus,554,508
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,14_A_melas,554,551
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,15_A_merus,554,539
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,16_A_minimus,554,551
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,17_A_quad_combined,554,532
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,18_A_sinensis,554,455
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,19_A_stephensi,554,550
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,1_A_aegypti,554,560
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,20_D_melanogaster,554,230
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,21_C_quinquefasciatus,554,495
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,2_A_albimanus,554,506
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,3_A_arabiensis,554,550
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,4_A_atroparvus,554,388
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,5_A_christyi,554,551
ANODA03650_OMA1231177_W5JFR6_Anopheles_darlingi,7_A_darlingi,554,552
